pattern;regex->SR (milliseconds);SR->NCA (milliseconds);NCA->DCA (milliseconds);NCA->DCA (milliseconds)-alg;NCA->DCA (milliseconds)-opt;|NCA|;|DCA|;|DCA|-opt;|DCA|-alg;NCA-trans;DCA-trans;DCA-trans-opt;DCA-trans-alg;Counters-NCA;Counters-DCA;Counters-DCA-alg;Timeouts-our;Our exception;Positive-errors;Positive-opt-errors;Lenght string;DCA Matcher - time (milliseconds);DCA Matcher opt - time (milliseconds);regex->NFA (milliseconds);NFA->DFA (milliseconds);DFA->min (milliseconds);|NFA|;|DFA|;|MIN|;DFA-trans;MIN-trans;Timeouts-classical;Classical exception
^.{15}\x00\x01\x86\xA5.{4}\x00\x00\x00\x06;0,00208;0,60941;99,24323;67,5952;83,5212;9;143;143;143;11;1020;996;1020;2;2;2;;;0;10;29,11111111;0,895066667;0,578522222;0,37624;0,0002;0,17504;28;28;28;28;28;;
^.{15}\x00\x01\x86\xA5\x00.{3}\x00\x00\x00\x01;0,00259;0,9437;115,33113;67,80707;88,45616;10;151;151;151;12;1030;1021;1030;2;2;2;;;0;10;32,33333333;0,586211111;0,420255556;0,37624;0,00032;0,21329;28;28;28;28;28;;
^.{15}\x00\x01\x86\xA9.{4}\x00\x00\x00\x01;0,00246;0,59;80,48473;70,31727;68,45985;9;143;143;143;11;984;968;984;2;2;2;;;0;10;32,77777778;0,817922222;0,564244444;0,37624;0,00057;0,16115;28;28;28;28;28;;
^.{15}\x00\x01\x86\xAB.{4}\x00\x00\x00\x01;0,0018;0,4313;72,16558;51,35965;52,40231;9;143;143;143;11;984;968;984;2;2;2;;;0;10;31;0,772522222;0,563866667;0,37624;0,00041;0,24773;28;28;28;28;28;;
^.{15}\x00\x01\x86\xB8.{4}\x00\x00\x00\x01;0,00198;1,06878;60,55476;46,17163;54,83622;9;143;143;143;11;984;968;984;2;2;2;;;0;10;31,22222222;0,792688889;0,562244444;0,37624;0,00043;0,22955;28;28;28;28;28;;
^.{15}\x00\x01\x86\xB8.{4}\x00\x00\x00\x02;0,0018;0,87107;69,43328;52,62634;67,13478;9;143;143;143;11;1020;996;1020;2;2;2;;;0;10;31,88888889;0,926522222;0,671288889;0,37624;0,00016;0,1428;28;28;28;28;28;;
^.{15}\x00\x01\x86\xB8.{4}\x00\x00\x00\x02.{0,251}%x %x;0,00179;8,752;738,60181;294,5165;463,34089;14;367;359;359;17;4703;4516;4551;3;3;3;;;0;0;42,44444444;3,055444444;1,6682;0,37624;59,14434;28,68021;285;2518;1281;7709;3275;;
^.{15}\x00\x01\x86\xBC.{4}\x00\x00\x00\x01.{4}.*\|;0,00199;1,32416;719,0003;566,97152;508,64722;11;431;431;431;16;5838;5823;5838;3;3;3;;;0;0;40,22222222;2,285577778;3,874511111;0,37624;0,59131;0,15433;34;34;33;36;34;;
^.{15}\x00\x01\x86\xBC.{4}\x00\x00\x00\x01.{4}.*\x7C;0,00226;1,30063;766,66208;588,84263;542,28981;11;431;431;431;16;5838;5823;5838;3;3;3;;;0;0;42,66666667;1,515277778;1,958488889;0,37624;0,2361;0,12617;34;34;33;36;34;;
^.{15}\x00\x01\x86\xE4.{4}\x00\x00\x00\x06;0,0016;1,04827;74,61939;46,42854;75,38889;9;143;143;143;11;1020;996;1020;2;2;2;;;0;10;30,33333333;0,437922222;0,795222222;0,37624;0,0004;0,27277;28;28;28;28;28;;
^.{15}\x00\x01\x86\xE4.{4}\x00\x00\x00\x15;0,0022;0,41934;73,04932;40,22384;74,78518;9;143;143;143;11;1020;996;1020;2;2;2;;;0;10;29,33333333;0,858566667;0,578866667;0,37624;0,00164;1,543;28;28;28;28;28;;
^.{15}\x00\x01\x86\xF3.{4}\x00\x00\x00\x07;0,00193;0,52458;70,62756;44,34508;63,76619;9;143;143;143;11;1020;996;1020;2;2;2;;;0;10;32,66666667;1,907844444;0,596855556;0,37624;0,0004;0,18525;28;28;28;28;28;;
^.{15}\x00\x01\x87\}.*.*\/\.\.\/;0,00174;0,668;13,03625;8,57038;8,80056;10;37;37;37;14;165;165;165;1;1;1;;;0;0;33,11111111;3,859222222;0,677133333;0,37624;0,31152;0,17853;26;29;24;46;30;;
^.{15}\x00\x01\x87\x7D.*.{0}.*\/\.\.\/;0,00207;1,51262;13,24366;6,35098;20,26642;10;37;37;37;14;165;165;165;1;1;1;;;0;0;34,77777778;0,554955556;1,883277778;0,37624;0,3072;0,16216;26;29;24;46;30;;
^.{15}\x00\x01\x87\x88.{4}\x00\x00\x00\x00;0,0016;0,35824;64,84208;38,44766;52,95983;9;143;143;143;11;956;934;956;2;2;2;;;0;10;32,11111111;0,8554;0,737366667;0,37624;0,00039;0,16617;28;28;28;28;28;;
^.{15}\x00\x01\x87\x88.{4}\x00\x00\x00\x01;0,00169;1,07867;58,01169;44,48248;54,18211;9;143;143;143;11;984;968;984;2;2;2;;;0;10;31,55555556;0,955855556;0,761633333;0,37624;0,00033;0,28573;28;28;28;28;28;;
^.{15}\x00\x01\x87\x88.{4}\x00\x00\x00\x01\x00\x00\x00\x01\x00\x00\x00\x00;0,00189;5,91004;599,5104;353,89916;378,65008;17;863;863;863;19;6266;6202;6266;2;2;2;;;0;10;40,11111111;1,050422222;0,605033333;0,37624;0,00033;0,2333;36;36;36;36;36;;
^.{15}\x00\x01\x87\x99.{4}\x00\x00\x01\x01;0,00202;1,25465;35,32447;31,9453;32,1952;9;95;95;95;11;656;641;656;2;2;2;;;0;10;31;1,250188889;0,903966667;0,37624;0,00036;0,2115;28;28;28;28;28;;
^.{15}\x00\x03\x0Dp.{4}\x00\x00\x00\x01;0,00165;0,86963;76,07338;50,45051;61,57762;9;143;143;143;11;1020;996;1020;2;2;2;;;0;10;30,55555556;1,799144444;0,768422222;0,37624;0,00033;0,16673;28;28;28;28;28;;
^.{15}\x00\x03\x0D\x70.{4}\x00\x00\x00\x01;0,00176;0,66805;81,87507;42,38218;66,4064;9;143;143;143;11;1020;996;1020;2;2;2;;;0;10;33;1,096288889;0,755155556;0,37624;0,00024;0,22924;28;28;28;28;28;;
^.{15}\x00\x04\x93\xF3.{4}\x00\x00\x00\x07;0,00244;0,49016;82,02524;47,46878;64,07494;9;143;143;143;11;1020;996;1020;2;2;2;;;0;10;31,44444444;1,464755556;0,576044444;0,37624;0,00045;0,22337;28;28;28;28;28;;
^.{15}\x00\x04\x93\xF3.{4}\x00\x00\x00\x08;0,00169;0,82853;74,12684;44,52724;111,50487;9;143;143;143;11;1020;996;1020;2;2;2;;;0;10;31,55555556;0,943844444;0,592711111;0,37624;0,00037;0,33654;28;28;28;28;28;;
^.{15}\x00\x04\x93\xF3.{4}\x00\x00\x00\x09;0,00184;0,49683;72,11897;43,49571;65,53862;9;143;143;143;11;1020;996;1020;2;2;2;;;0;10;32,66666667;0,819844444;0,560777778;0,37624;0,00046;0,16907;28;28;28;28;28;;
^.{15}\x00\x05\xF7h.{4}\x00\x00\x00\x0D;0,00241;0,54096;76,42116;40,32877;63,88003;9;143;143;143;11;1020;996;1020;2;2;2;;;0;10;32;0,854577778;0,835244444;0,37624;0,0002;0,15646;28;28;28;28;28;;
^.{15}\x00\x05\xF7\x68.{4}\x00\x00\x00\x0D;0,0018;0,46538;76,40739;39,57536;60,03815;9;143;143;143;11;1020;996;1020;2;2;2;;;0;10;33,55555556;0,792533333;0,5166;0,37624;0,00012;0,17601;28;28;28;28;28;;
^.{15}\x05;0,00115;0,04575;0,24192;0,29157;0,32167;2;3;3;3;3;6;6;6;1;1;1;;;0;0;20,22222222;0,318933333;0,343522222;0,37624;0,00036;0,11216;17;17;17;17;17;;
^.{15}\x07;0,00175;0,06125;0,34362;0,40919;0,40232;2;3;3;3;3;6;6;6;1;1;1;;;0;0;22,33333333;0,409344444;0,488988889;0,37624;0,00025;0,19572;17;17;17;17;17;;
^.{15}\x08;0,00146;0,04908;0,2611;0,28906;0,30972;2;3;3;3;3;6;6;6;1;1;1;;;0;0;20,11111111;2,665177778;0,362966667;0,37624;0,00037;0,1122;17;17;17;17;17;;
^.{15}\x0B;0,00165;0,05047;0,29464;1,12268;0,3386;2;3;3;3;3;6;6;6;1;1;1;;;0;0;23,11111111;0,332933333;0,371011111;0,37624;0,00024;0,13586;17;17;17;17;17;;
^.{16}\x10\x05.{13}\x00\x00\x00\x01\x01\x00\x00\x18;0,00188;1,31077;69,52048;42,36322;48,23423;11;135;135;135;13;922;888;922;2;2;2;;;0;10;44,55555556;1,361422222;0,654122222;0,37624;0,00032;0,22215;40;40;40;40;40;;
^.{199}\xFF\xF6\xFF\xF6\xFF\xFB\x08\xFF\xF6;0,0017;0,5524;10,43953;6,14078;11,35428;10;59;59;59;11;211;211;211;1;1;1;;;0;0;215,1111111;8,581255556;6,866777778;0,37624;0,00012;0,82974;209;209;209;209;209;;
^200 [^\x0a]{64};0,00151;0,14045;1,43561;0,46404;0,88072;6;7;7;7;7;10;10;10;1;1;1;;;0;0;73,88888889;5,597244444;2,210611111;0,37624;0,0002;0,29409;69;69;69;69;69;;
^.{24}.{0,17}NAMENAME;0,00208;1,05316;51,66845;31,22402;37,11923;10;87;83;83;13;491;437;458;2;2;2;;;0;0;41,22222222;4,287688889;1,4621;0,37624;1,98053;1,77219;51;225;147;591;339;;
^.{24}.{0,17}\x4e\x41\x4d\x45\x4e\x41\x4d\x45;0,00259;2,07143;58,54202;41,28101;48,85528;10;87;83;83;13;491;437;458;2;2;2;;;0;0;42,77777778;1,756322222;1,9067;0,37624;2,00094;1,68295;51;225;147;591;339;;
^.{27}\x07;0,00217;0,12903;0,72907;2,7426;0,87803;2;3;3;3;3;6;6;6;1;1;1;;;0;0;33,77777778;0,478977778;0,545433333;0,37624;0,00034;0,13951;29;29;29;29;29;;
^.{27}\x0B\x00\x0C\x00\x00\x00\x01\x01\x00`\x02;0,00231;0,79153;10,34473;5,63881;18,51575;12;43;43;43;13;145;145;145;1;1;1;;;0;0;42,11111111;0,914177778;0,630655556;0,37624;0,00016;0,23625;39;39;39;39;39;;
^.{27}\x0C;0,00169;0,06316;0,3564;0,43954;0,46222;2;3;3;3;3;6;6;6;1;1;1;;;0;0;33,44444444;1,691522222;0,563211111;0,37624;0,00029;0,19639;29;29;29;29;29;;
^.{287}\x00;0,00246;0,08976;0,54587;0,55589;0,74777;2;3;3;3;3;6;6;6;1;1;1;;;0;0;294;4,623822222;5,750677778;0,37624;0,00047;2,19808;289;289;289;289;289;;
^.{29}6[iI][sS][sS] [eE][cC][nN][rR][aA] [bB][uU][iI][lL][tT]-[iI][nN] [pP][rR][oO][vV][iI][dD][eE][rR], [sS][tT][rR][oO][nN][gG] [eE][nN][cC][rR][yY][pP][tT][iI][oO][nN];0,0025;85,76145;212,29825;32,56153;170,35288;48;187;187;187;49;649;648;649;1;1;1;;;0;0;82,22222222;2,675277778;3,7249;0,37624;0,00028;0,46889;77;77;77;77;77;;
^.{29}\x00\x04;0,0015;0,07165;0,73326;0,741;1,70524;3;7;7;7;4;19;19;19;1;1;1;;;0;0;33,77777778;0,583;0,607888889;0,37624;0,00197;0,1568;32;32;32;32;32;;
^.{29}\x00\x0C\x00\x00\x00\x01\x01\x00\x06\x02;0,00208;1,45236;12,25063;5,9246;10,13088;11;55;55;55;12;199;199;199;1;1;1;;;0;0;44,33333333;3,6898;0,937988889;0,37624;0,00024;0,19635;40;40;40;40;40;;
^.{31}.*[rR]\x00[aA]\x00[iI]\x00[sS]\x00[eE]\x00[rR]\x00[rR]\x00[oO]\x00[rR]\x00;0,00208;4,51477;26,67354;15,27831;29,45208;20;73;73;73;23;317;317;317;1;1;1;;;0;10;58,66666667;1,972377778;0,584866667;0,37624;0,65862;0,42299;51;68;50;154;84;;
^.{31}[sS]\x00[pP]\x00_\x00[aA]\x00[dD]\x00[dD]\x00[uU]\x00[sS]\x00[eE]\x00[rR]\x00;0,00189;3,64245;24,52366;8,08908;26,09777;21;87;87;87;22;303;303;303;1;1;1;;;0;0;54,22222222;1,325977778;1,056488889;0,37624;0,0002;0,17602;52;52;52;52;52;;
^.{31}[sS]\x00[pP]\x00_\x00[sS]\x00[tT]\x00[aA]\x00[rR]\x00[tT]\x00_\x00[jJ]\x00[oO]\x00[bB]\x00;0,0018;6,31615;32,8125;12,08074;35,32781;25;103;103;103;26;359;359;359;1;1;1;;;0;0;60;1,931322222;1,506633333;0,37624;0,00016;0,25697;56;56;56;56;56;;
^.{31}.*[xX]\x00[pP]\x00_\x00[cC]\x00[mM]\x00[dD]\x00[sS]\x00[hH]\x00[eE]\x00[lL]\x00[lL]\x00;0,0025;5,71901;53,73463;19,76778;51,44668;24;89;89;89;27;392;392;392;1;1;1;;;0;10;66,33333333;1,7428;0,391888889;0,37624;0,63862;0,50449;55;76;54;183;97;;
^.{31}.*[xX]\x00[pP]\x00_\x00[dD]\x00[iI]\x00[sS]\x00[pP]\x00[lL]\x00[aA]\x00[yY]\x00[pP]\x00[aA]\x00[rR]\x00[aA]\x00[mM]\x00[sS]\x00[tT]\x00[mM]\x00[tT]\x00;0,00238;35,11654;107,6898;34,57715;100,64631;40;153;153;153;43;680;678;680;1;1;1;;;0;10;74;2,418988889;0,560766667;0,37624;1,36393;0,65205;71;108;70;295;145;;
^.{31}.*[xX]\x00[pP]\x00_\x00[eE]\x00[nN]\x00[uU]\x00[mM]\x00[rR]\x00[eE]\x00[sS]\x00[uU]\x00[lL]\x00[tT]\x00[sS]\x00[eE]\x00[tT]\x00;0,00217;17,2707;92,1463;28,18166;70,69492;34;129;129;129;37;572;570;572;1;1;1;;;0;10;74,77777778;3,083488889;0,769577778;0,37624;0,89565;0,62224;65;96;64;253;127;;
^.{31}.*[xX]\x00[pP]\x00_\x00[pP]\x00[eE]\x00[eE]\x00[kK]\x00[qQ]\x00[uU]\x00[eE]\x00[uU]\x00[eE]\x00;0,00203;7,75278;41,85656;21,16687;42,91391;26;97;97;97;29;428;428;428;1;1;1;;;0;10;62,11111111;3,799344444;0,746355556;0,37624;1,02254;0,71974;57;80;56;197;103;;
^.{31}.*[xX]\x00[pP]\x00_\x00[pP]\x00[rR]\x00[iI]\x00[nN]\x00[tT]\x00[sS]\x00[tT]\x00[aA]\x00[tT]\x00[eE]\x00[mM]\x00[eE]\x00[nN]\x00[tT]\x00[sS]\x00;0,00223;19,83229;92,12089;31,99927;95,29271;38;145;145;145;41;644;642;644;1;1;1;;;0;10;74;3,389688889;0,760611111;0,37624;1,28613;0,61258;69;104;68;281;139;;
^.{31}.*[xX]\x00[pP]\x00_\x00[pP]\x00[rR]\x00[oO]\x00[xX]\x00[iI]\x00[eE]\x00[dD]\x00[mM]\x00[eE]\x00[tT]\x00[aA]\x00[dD]\x00[aA]\x00[tT]\x00[aA]\x00;0,00208;18,24223;87,59065;32,50774;95,5138;38;145;145;145;41;644;642;644;1;1;1;;;0;10;79,11111111;2,151311111;0,543177778;0,37624;1,90828;0,92039;69;104;68;281;139;;
^.{31}[xX]\x00[pP]\x00_\x00[rR]\x00[eE]\x00[gG]\x00;0,00194;1,45874;15,91086;3,83563;13,80816;13;47;47;47;14;159;159;159;1;1;1;;;0;0;50,22222222;1,981966667;0,870544444;0,37624;0,00032;0,25503;44;44;44;44;44;;
^.{31}.*[xX]\x00[pP]\x00_\x00[sS]\x00[eE]\x00[tT]\x00[sS]\x00[qQ]\x00[lL]\x00[sS]\x00[eE]\x00[cC]\x00[uU]\x00[rR]\x00[iI]\x00[tT]\x00[yY]\x00;0,00217;22,59252;115,52337;41,81929;113,64373;36;137;137;137;39;608;606;608;1;1;1;;;0;10;73,22222222;8,126955556;3,864066667;0,37624;1,13947;0,68322;67;100;66;267;133;;
^.{31}.*[xX]\x00[pP]\x00_\x00[sS]\x00[hH]\x00[oO]\x00[wW]\x00[cC]\x00[oO]\x00[lL]\x00[vV]\x00;0,00256;10,69527;83,64949;28,72532;73,8083;24;89;89;89;27;392;392;392;1;1;1;;;0;10;63,44444444;2,773088889;0,8918;0,37624;0,72957;0,47798;55;76;54;183;97;;
^.{31}.*[xX]\x00[pP]\x00_\x00[sS]\x00[pP]\x00[rR]\x00[iI]\x00[nN]\x00[tT]\x00[fF]\x00;0,00241;9,26058;63,66498;27,02222;65,47795;22;81;81;81;25;356;356;356;1;1;1;;;0;10;61,22222222;4,334444444;0,737588889;0,37624;0,65277;0,47677;53;72;52;169;91;;
^.{31}.*[xX]\x00[pP]\x00_\x00[uU]\x00[pP]\x00[dD]\x00[aA]\x00[tT]\x00[eE]\x00[cC]\x00[oO]\x00[lL]\x00[vV]\x00[bB]\x00[mM]\x00;0,00222;16,67454;161,87009;37,3062;122,42136;32;121;121;121;35;536;534;536;1;1;1;;;0;10;70,66666667;3,247544444;0,607422222;0,37624;0,92193;0,73769;63;92;62;239;121;;
^.{3}\x00\x00\x00\x00;0,0014;0,08868;2,43526;6,09282;1,98254;5;31;31;31;6;90;90;90;1;1;1;;;0;10;12,55555556;0,112655556;0,089644444;0,37624;0,00036;0,08251;8;8;8;8;8;;
^.{3}.*\x02\x01\x00\x04\x82\x01\x00;0,00179;0,63068;8,96837;7,20723;9,62083;9;29;29;29;12;122;122;122;1;1;1;;;0;10;19,11111111;0,280066667;0,083055556;0,37624;0,19327;0,11097;12;18;11;50;24;;
^.{3}\xFFSMB%;0,00174;0,22732;5,06332;3,02446;3,62052;6;19;19;19;7;61;61;61;1;1;1;;;0;0;14,66666667;0,163277778;0,164588889;0,37624;0,00032;0,06858;9;9;9;9;9;;
^.{3}\xFFSMB2;0,00175;0,24524;5,25393;3,17552;4,62518;6;19;19;19;7;61;61;61;1;1;1;;;0;0;13,44444444;0,3669;0,326722222;0,37624;0,00033;0,07255;9;9;9;9;9;;
^.{3}\xFFSMB2.*.*[dD][oO][cC][uU][mM][eE][nN][tT][sS] [aA][nN][dD] [sS][eE][tT][tT][iI][nN][gG][sS]\x5C[aA][lL][lL] [uU][sS][eE][rR][sS]\x5C[sS][tT][aA][rR][tT] [mM][eE][nN][uU]\x5C[pP][rR][oO][gG][rR][aA][mM][sS]\x5C[sS][tT][aA][rR][tT][uU][pP]\x00;0,00297;134,72752;541,31467;68,81781;330,31249;68;271;271;271;72;1450;1447;1450;1;1;1;;;0;0;84,33333333;3,523377778;3,087477778;0,37624;2,03942;0,9364;72;132;70;435;191;;
^.{3}\xFFSMB2.*.*\x5C\x00[sS]\x00[tT]\x00[aA]\x00[rR]\x00[tT]\x00 \x00[mM]\x00[eE]\x00[nN]\x00[uU]\x00\x5C\x00[pP]\x00[rR]\x00[oO]\x00[gG]\x00[rR]\x00[aA]\x00[mM]\x00[sS]\x00\x5C\x00[sS]\x00[tT]\x00[aA]\x00[rR]\x00[tT]\x00[uU]\x00[pP];0,00265;123,60127;394,97284;86,15976;304,23964;62;247;247;247;66;1318;1315;1318;1;1;1;;;0;0;76;4,142344444;1,949922222;0,37624;2,83748;1,05909;66;120;64;393;173;;
^.{3}\xFFSMBu.{32}.*[aA][dD][mM][iI][nN]\x24\x00;0,00232;5,44291;229,10942;98,63908;190,22153;14;107;107;107;18;846;840;846;2;2;2;;;0;0;58,55555556;2,934211111;1,889122222;0,37624;1,11008;0,90918;49;55;48;87;61;;
^.{3}\xFFSMBu.{32}.*[aA]\x00[dD]\x00[mM]\x00[iI]\x00[nN]\x00\x24\x00\x00;0,00175;7,4445;219,63081;110,1947;199,81832;20;155;155;155;24;1242;1236;1242;2;2;2;;;0;0;63,88888889;4,383233333;2,1485;0,37624;0,92663;0,43431;55;67;54;129;79;;
^.{3}\xFFSMBu.{32}.*[cC]\x00\x24\x00\x00;0,00194;1,47179;100,63323;57,0686;94,48584;12;91;91;91;16;714;708;714;2;2;2;;;0;0;54,66666667;2,708811111;2,1582;0,37624;0,43478;0,23302;47;51;46;73;55;;
^.{3}\xFFSMBu.{32}.*[cC]\x24\x00;0,00222;2,44683;67,19341;52,35952;79,68481;10;75;75;75;14;582;576;582;2;2;2;;;0;0;52,66666667;2,3485;1,746922222;0,37624;0,29983;0,23069;45;47;44;59;49;;
^.{3}\xFFSMBu.{32}.*[dD]\x00\x24\x00\x00;0,00184;1,18339;81,29643;67,12855;90,16743;12;91;91;91;16;714;708;714;2;2;2;;;0;0;57,11111111;2,260388889;1,849611111;0,37624;0,44261;0,26861;47;51;46;73;55;;
^.{3}\xFFSMBu.{32}.*[dD]\x24\x00;0,0017;2,07323;67,45282;61,29871;76,72426;10;75;75;75;14;582;576;582;2;2;2;;;0;0;51,11111111;1,830866667;0,943377778;0,37624;0,45136;0,19198;45;47;44;59;49;;
^.{3}\xFFSMBu.{32}.*[iI][pP][cC]\x24\x00;0,00189;1,51953;110,57641;65,09171;112,08217;12;91;91;91;16;714;708;714;2;2;2;;;0;0;57,33333333;2,616244444;2,876255556;0,37624;0,39014;0,29583;47;51;46;73;55;;
^.{3}\xFFSMBu.{32}.*[iI]\x00[pP]\x00[cC]\x00\x24\x00\x00;0,00203;3,63973;225,94353;112,14356;225,68365;16;123;123;123;20;978;972;978;2;2;2;;;0;0;63,88888889;3,422488889;1,981966667;0,37624;0,54699;0,25514;51;59;50;101;67;;
^.{3}\xFFSMB\x25;0,00217;0,43135;8,79936;7,7533;6,70611;6;19;19;19;7;61;61;61;1;1;1;;;0;0;12,11111111;0,083;0,0946;0,37624;0,00037;0,09308;9;9;9;9;9;;
^.{3}\xffSMB\x32;0,00241;0,45656;6,85291;7,91653;9,42935;6;19;19;19;7;61;61;61;1;1;1;;;0;0;12,11111111;0,196811111;0,186677778;0,37624;0,00041;0,15806;9;9;9;9;9;;
^.{3}\xFFSMB\x32;0,00278;0,44842;7,1485;6,4048;8,16262;6;19;19;19;7;61;61;61;1;1;1;;;0;0;11,66666667;0,319933333;0,288177778;0,37624;0,00034;0,10375;9;9;9;9;9;;
^.{3}\xFFSMB\x75;0,00254;0,40126;7,67972;3,71732;9,74513;6;19;19;19;7;61;61;61;1;1;1;;;0;0;13,88888889;2,967855556;0,1403;0,37624;0,00046;0,11513;9;9;9;9;9;;
^.{3}\xFFSMB\xa2;0,00283;0,28365;4,39652;3,04639;9,48032;6;19;19;19;7;61;61;61;1;1;1;;;0;0;12,11111111;0,158122222;0,168944444;0,37624;0,00041;0,12121;9;9;9;9;9;;
^.{3}\xFFSMB\xA2;0,00236;0,84061;5,54983;5,5122;7,23996;6;19;19;19;7;61;61;61;1;1;1;;;0;0;15,22222222;0,580722222;0,768988889;0,37624;0,00025;0,06886;9;9;9;9;9;;
^.{3}\xFFSMB\xA2.{79}\x5C[wW][iI][nN][rR][eE][gG]\x00;0,00259;2,29712;174,50103;49,97059;164,69208;14;95;95;95;16;633;607;633;2;2;2;;;0;0;98,66666667;7,294855556;4,069366667;0,37624;0,00016;0,47035;96;96;96;96;96;;
^.{3}\xFFSMB\xA2.{79}\x5C\x00[wW]\x00[iI]\x00[nN]\x00[rR]\x00[eE]\x00[gG]\x00\x00\x00;0,00208;4,99402;284,33448;76,18021;204,16919;22;159;159;159;24;1081;1039;1081;2;2;2;;;0;0;105,6666667;6,444;4,104711111;0,37624;0,00028;0,48075;104;104;104;104;104;;
^.{3}\xFF[sS][mM][bB];0,00178;0,16103;2,60418;1,24526;2,87722;5;15;15;15;6;47;47;47;1;1;1;;;0;0;14,33333333;0,205833333;0,186722222;0,37624;0,00062;0,07776;8;8;8;8;8;;
^.{3}\xFF[sS][mM][bB]%.{56}&\x00.{4}\x5CPIPE\x5C\x00\x05\x00\x0B.{29}\x98\xD0\xFFk\x12\xA1\x106\x983F\xC3\xF8~4Z;0,0032;34,7199;;;;;;;;;;;;;;;1;The function has taken longer than the maximum time allowed.;;;;;;0,37624;0,00028;0,61618;126;126;126;126;126;;
^.{3}\xFF[sS][mM][bB]%.{56}&\x00.{4}\x5C\x00P\x00I\x00P\x00E\x00\x5C\x00\x05\x00\x0B.{29}\x98\xD0\xFFk\x12\xA1\x106\x983F\xC3\xF8~4Z;0,0018;50,1769;;;;;;;;;;;;;;;1;The function has taken longer than the maximum time allowed.;;;;;;0,37624;0,00016;0,64234;131;131;131;131;131;;
^.{3}\xFF[sS][mM][bB]%.{56}&\x00.{4}\x5C\x00P\x00I\x00P\x00E\x00\x5C\x00\x05\x00\x0B.{29}\xA0\x01\x00\x00\x00\x00\x00\x00\xC0\x00\x00\x00\x00\x00\x00F;0,0023;49,1184;;;;;;;;;;;;;;;1;The function has taken longer than the maximum time allowed.;;;;;;0,37624;0,00045;0,99451;131;131;131;131;131;;
^.{3}\xFF[sS][mM][bB]%.{56}&\x00.{5}\x5C[pP][iI][pP][eE]\x5C\x00\x05\x00\x0B.{29}\x01\xD0\x8C3D\x22\xF11\xAA\xAA\x90\x008\x00\x10\x03;0,0027;59,245;;;;;;;;;;;;;;;1;The function has taken longer than the maximum time allowed.;;;;;;0,37624;0,0005;1,0489;127;127;127;127;127;;
^.{3}\xFF[sS][mM][bB]%.{56}&\x00.{5}\x5C\x00[pP]\x00[iI]\x00[pP]\x00[eE]\x00\x5C\x00.{2}\x05.{1}\x0B.{21}\x00;0,0027;50,1246;;;;;;;;;;;;;;;1;The function has taken longer than the maximum time allowed.;;;;;;0,37624;0,00032;0,67429;111;111;111;111;111;;
^.{3}\xFF[sS][mM][bB]%.{56}&\x00.{5}\x5C\x00[pP]\x00[iI]\x00[pP]\x00[eE]\x00\x5C\x00\x00\x00\x05\x00\x00.{19}\x00\x18;0,0004;151,3785;;;;;;;;;;;;;;;1;The function has taken longer than the maximum time allowed.;;;;;;0,37624;0,00025;0,56098;110;110;110;110;110;;
^.{3}\xFF[sS][mM][bB]%.{56}&\x00.{5}\x5C\x00[pP]\x00[iI]\x00[pP]\x00[eE]\x00\x5C\x00\x00\x00\x05\x00\x00.{19}\x18\x00;0,0023;47,6218;;;;;;;;;;;;;;;1;The function has taken longer than the maximum time allowed.;;;;;;0,37624;0,00012;0,45355;110;110;110;110;110;;
^.{3}\xFF[sS][mM][bB]%.{56}&\x00.{5}\x5C\x00[pP]\x00[iI]\x00[pP]\x00[eE]\x00\x5C\x00\x04\x00;0,00124;18,3561;3246,48649;1223,38498;2131,88418;22;335;335;335;25;4251;4240;4251;3;3;3;;;;;;;;0,37624;0,00016;0,42839;86;86;86;86;86;;
^.{3}\xFF[sS][mM][bB]%.{56}&\x00.{5}\x5C\x00[pP]\x00[iI]\x00[pP]\x00[eE]\x00\x5C\x00\x05.{1}\x0B.{29}\xA0\x01\x00\x00\x00\x00\x00\x00\xC0\x00\x00\x00\x00\x00\x00F;0,0004;84,6038;;;;;;;;;;;;;;;1;The function has taken longer than the maximum time allowed.;;;;;;0,37624;0,00028;0,49509;132;132;132;132;132;;
^.{3}\xFF[sS][mM][bB]%.{56}&\x00.{5}\x5C\x00[pP]\x00[iI]\x00[pP]\x00[eE]\x00\x5C\x00\x05.{1}\x0B.{29}\xB8J\x9FM\x1C\}\xCF\x11\x86\x1E\x00 \xAFn\x7CW;0;72,6718;;;;;;;;;;;;;;;1;The function has taken longer than the maximum time allowed.;;;;;;0,37624;0,00032;0,56448;132;132;132;132;132;;
^.{3}\xFF[sS][mM][bB]%.{56}&\x00.{5}\x5C\x00P\x00I\x00P\x00E\x00\x5C\x00\x00\x00\x05\x00\x0B.{29}xV4\x124\x12\xCD\xAB\xEF\x00\x01\x23Eg\x89\xAB;0,0004;119,3583;;;;;;;;;;;;;;;1;The function has taken longer than the maximum time allowed.;;;;;;0,37624;0,00016;0,63549;134;134;134;134;134;;
^.{3}\xFF[sS][mM][bB].{59}.*\x05.{1}\x00.{19}\x09\x00;0,00227;8,33308;1418,72403;1063,84233;1129,11782;11;175;175;175;16;2211;2211;2211;3;3;3;;;0;0;97,33333333;39,27597778;25,53974444;0,37624;4246,2818;4067,05835;92;134275;62276;446035;176904;1;The function has taken longer than the maximum time allowed.
